run_name,success_rate,mean_reward,max_reward,first_success_episode,final_100_success_rate,elapsed_time,parameters
run_001,0.2,-141.20739964675903,220.9970703125,49,0.0,1638.7220726013184,"{""actor_lr"": 0.0003, ""critic_lr"": 0.0006}"
run_004,0.2,-178.4541939291954,255.5513916015625,437,1.0,423.635018825531,"{""actor_lr"": 0.001, ""critic_lr"": 0.0006}"
run_002,0.0,-147.54222338867189,191.0,,0.0,1401.8316538333893,"{""actor_lr"": 0.0003, ""critic_lr"": 0.002}"
run_003,0.0,-142.88216596984864,27.970272064208984,,0.0,1245.4958927631378,"{""actor_lr"": 0.0003, ""critic_lr"": 0.006}"
run_005,0.0,-192.82394924926757,-8.023551940917969,,0.0,524.3569734096527,"{""actor_lr"": 0.001, ""critic_lr"": 0.002}"
run_006,0.0,-474.90410632324216,-24.286643981933594,,0.0,592.2308514118195,"{""actor_lr"": 0.001, ""critic_lr"": 0.006}"
run_007,0.0,-174.1090591545105,1.0913677215576172,,0.0,1548.416599035263,"{""actor_lr"": 0.003, ""critic_lr"": 0.0006}"
run_008,0.0,-209.1690666618347,153.7366485595703,,0.0,1182.3017756938934,"{""actor_lr"": 0.003, ""critic_lr"": 0.002}"
run_009,0.0,-339.99232801818846,-20.97905731201172,,0.0,768.4719715118408,"{""actor_lr"": 0.003, ""critic_lr"": 0.006}"
