run_name,success_rate,mean_reward,max_reward,first_success_episode,final_100_success_rate,elapsed_time,parameters
run_001,0.0,-800.8318152694702,29.952293395996094,,0.0,467.6631643772125,"{""actor_lr"": 0.0001, ""critic_lr"": 0.0002}"
run_002,0.0,-180.09221955108643,168.39608764648438,,0.0,1256.8636348247528,"{""actor_lr"": 0.0001, ""critic_lr"": 0.0006}"
run_003,0.0,-494.8851867485046,25.30786895751953,,0.0,655.2560846805573,"{""actor_lr"": 0.0003, ""critic_lr"": 0.0002}"
run_004,0.0,-1028.6464379145305,43.12890625,,0.0,453.04736852645874,"{""actor_lr"": 0.0003, ""critic_lr"": 0.0006}"
